stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id
E02910,,"ADELAIDE ST AT MILWAUKEE",,  40.454627, -79.960621,01
E02920,,"ADELAIDE ST OPP LYON FS",,  40.453846, -79.959322,01
E02925,,"AIKEN AVE AT BROAD ST",,  40.465602, -79.935889,01
E02929,,"AIKEN AVE AT KINCAID ST",,  40.466300, -79.935476,01
E02930,,"AIKEN AVE AT PENN AVE",,  40.464749, -79.936442,01
E02931,,"AIKEN AVE AT ROSETTA ST",,  40.467044, -79.935035,01
E02940,,"AIRBRAKE AVE AT 11TH",,  40.403305, -79.822897,02
E02980,,"AIRBRAKE AVE AT 5TH",,  40.400914, -79.817766,02
E02990,,"AIRBRAKE AVE AT 7TH",,  40.401772, -79.819274,02
E03000,,"AIRBRAKE AVE AT 7TH",,  40.401711, -79.819632,02
E03010,,"AIRBRAKE AVE AT 9TH",,  40.402552, -79.821087,02
E03020,,"AIRBRAKE AVE AT BRIDGE",,  40.395271, -79.805455,02
E03030,,"AIRBRAKE AVE AT GRANT",,  40.404772, -79.825691,02
E03050,,"AIRBRAKE AVE AT MID-BLOCK",,  40.397294, -79.812212,02
E03070,,"AIRBRAKE AVE AT #932",,  40.403809, -79.824462,02
E03080,,"AIRBRAKE AVE OPP 10TH",,  40.402855, -79.822301,02
E03100,,"AIRBRAKE AVE OPP 11TH",,  40.403263, -79.823211,02
E03120,,"AIRBRAKE AVE OPP 1ST",,  40.397910, -79.813122,02
E03140,,"AIRBRAKE AVE OPP 2ND",,  40.399453, -79.815430,02
E03150,,"AIRBRAKE AVE OPP 3RD",,  40.399966, -79.816231,02
E03180,,"AIRBRAKE AVE OPP 4TH",,  40.400551, -79.817105,02
E03200,,"AIRBRAKE AVE OPP 9TH",,  40.402465, -79.821380,02
E03240,,"AIRBRAKE AVE AT MILLER",,  40.395321, -79.806449,02
E03260,,"AIRBRAKE AVE OPP STEPS",,  40.396347, -79.810671,02
E03270,,"AIRBRAKE AVE AT 10TH",,  40.402928, -79.821978,02
E03273,,"ALBERT ST AT MAPLE AVE",,  40.408014, -79.819737,02
E03277,,"ALCOMA BLVD AT TURNAROUND",,  40.485374, -79.799680,02
E03285,,"ALCOMA BLVD AT SALTSBURG RD",,  40.481461, -79.804732,02
E03290,,"ALGER ST AT WINTERBURN",,  40.427079, -79.939696,01
E03320,,"ALLEGHENY RIVER BLVD AT CENTER",,  40.506701, -79.842993,02
E03330,,"ALLEGHENY RIVER BLVD AT CENTER FS",,  40.506731, -79.842726,02
E03350,,"ALLEGHENY RIVER BLVD AT COLLEGE AVE",,  40.513852, -79.843077,02
E03450,,"ALLEGHENY RIVER BLVD AT PLUM FS",,  40.512352, -79.843259,02
E03550,,"ALLEGHENY RIVER BLVD AT SHELDON FS",,  40.508317, -79.842505,02
E03560,,"ALLEGHENY RIVER BLVD AT SOUTH",,  40.504958, -79.843257,02
E03570,,"ALLEGHENY RIVER BLVD AT SOUTH",,  40.504668, -79.843010,02
E03740,,"ALLEGHENY RIVER BLVD OPP PLUM",,  40.511929, -79.843520,02
E03830,,"ALLEGHENY RIVER BLVD OPP SHELDON",,  40.508509, -79.842793,02
E03900,,"ALLEQUIPPA ST OPP DARRAGH",,  40.443451, -79.965005,01
E03910,,"ALLEQUIPPA ST AT DARRAGH",,  40.443093, -79.965236,01
E03926,,"ALLEQUIPPA ST AT WHITRIDGE",,  40.440978, -79.968041,01
E03927,,"ALLEQUIPPA ST AT SR. RESIDENCE (#2418)",,  40.440552, -79.968589,01
E03930,,"ALLEQUIPPA ST AT #3701 (DELTA SIGMA DORM)",,  40.444480, -79.963620,01
E03940,,"ALLEQUIPPA ST AT SUTHERLAND (PETERSEN CTR)",,  40.444461, -79.963421,01
E04140,,"ARDMORE BLVD OPP AVE B (PARK AND RIDE)",,  40.413188, -79.845313,02
E04150,,"ARDMORE BLVD AT AVE B (PARK AND RIDE)",,  40.413070, -79.844810,02
E04160,,"ARDMORE BLVD AT BERKLEY",,  40.419769, -79.850458,02
E04170,,"ARDMORE BLVD AT BEVINGTON FS",,  40.426604, -79.862902,1A
E04180,,"ARDMORE BLVD AT BRADDOCK",,  40.424665, -79.859114,1A
E04190,,"ARDMORE BLVD AT BRADDOCK",,  40.424570, -79.859796,1A
E04210,,"ARDMORE BLVD AT BRINTON",,  40.435554, -79.871769,1A
E04220,,"ARDMORE BLVD AT BRYN MAWR NS",,  40.431333, -79.864009,1A
E04230,,"ARDMORE BLVD OPP BRYN MAWR FS",,  40.432086, -79.865042,1A
E04240,,"ARDMORE BLVD AT FAIRFAX",,  40.422186, -79.854127,02
E04250,,"ARDMORE BLVD AT FAIRFAX",,  40.422102, -79.854761,02
E04270,,"ARDMORE BLVD AT KENMORE",,  40.417354, -79.848763,02
E04280,,"ARDMORE BLVD OPP LAFAYETTE",,  40.429564, -79.863444,1A
E04290,,"ARDMORE BLVD AT LAFAYETTE",,  40.429638, -79.863971,1A
E04310,,"ARDMORE BLVD AT MARION FS",,  40.419972, -79.850134,02
E04320,,"ARDMORE BLVD AT MARLBORO FS",,  40.435878, -79.871672,1A
E04340,,"ARDMORE BLVD AT WESTINGHOUSE",,  40.421012, -79.852537,02
E04350,,"ARDMORE BLVD AT NEWPORT",,  40.425819, -79.861439,1A
E04380,,"ARDMORE BLVD AT SUMNER",,  40.417139, -79.848163,02
E04400,,"ARDMORE BLVD AT YOST FS",,  40.415420, -79.847600,02
E04410,,"ARDMORE BLVD OPP BEVINGTON",,  40.426890, -79.862655,1A
E04420,,"ARDMORE BLVD OPP WESTINGHOUSE",,  40.421226, -79.852190,02
E04430,,"ARDMORE BLVD OPP NEWPORT",,  40.425596, -79.861800,1A
E04450,,"ARDMORE BLVD OPP REBECCA FS",,  40.437058, -79.873340,1A
E04470,,"ARDMORE BLVD OPP YOST",,  40.415661, -79.847248,02
E04510,,"ATLANTIC AVE AT BROAD ST",,  40.465741, -79.938231,01
E04520,,"ATLANTIC AVE AT HILLCREST ST",,  40.468299, -79.938230,01
E04540,,"ATLANTIC AVE AT KINCAID ST",,  40.466512, -79.938009,01
E04580,,"ATLANTIC AVE AT ROSETTA ST",,  40.467229, -79.937847,01
E04635,,"AURELIUS AVE AT MCCLURE",,  40.421183, -79.895292,1A
E04645,,"AURELIUS ST AT HARRISON",,  40.422972, -79.895934,1A
E04660,,"AURELIUS AVE AT SCHOYER",,  40.422045, -79.895680,1A
E04663,,"AVENUE U AT WATKINS",,  40.394891, -79.804032,02
E04665,,"BAKER ST AT CHISLETT",,  40.487719, -79.923463,01
E04666,,"BAKER ST AT BALLARD WAY",,  40.487591, -79.920297,01
E04667,,"BAKER ST AT BUTLER ST",,  40.487758, -79.920015,01
E04670,,"BAKER ST AT GALLATIN",,  40.487493, -79.921691,01
E04680,,"BAKER ST AT #7207",,  40.487851, -79.923329,01
E04690,,"BAKER ST OPP GALLATIN",,  40.487418, -79.921918,01
E04700,,"BALDRIDGE AVE AT WALNUT ST FS",,  40.404385, -79.862188,1A
E04740,,"BALDRIDGE AVE AT 6TH ST FS (SR HI-RISE)",,  40.405375, -79.863352,02
E04810,,"BAUM BLVD AT CRAIG ST FS",,  40.453883, -79.952952,01
E04820,,"BAUM BLVD AT CYPRESS ST",,  40.455835, -79.942027,01
E04830,,"BAUM BLVD AT CYPRESS ST FS",,  40.455938, -79.942299,01
E04840,,"BAUM BLVD AT ENFIELD ST",,  40.454141, -79.949372,01
E04850,,"BAUM BLVD AT GRAHAM ST",,  40.457492, -79.936887,01
E04860,,"BAUM BLVD OPP FAIRMOUNT ST",,  40.457669, -79.935664,01
E04870,,"BAUM BLVD AT LIBERTY AVE",,  40.456748, -79.939432,01
E04880,,"BAUM BLVD AT LIBERTY AVE FS",,  40.456627, -79.939193,01
E04890,,"BAUM BLVD AT MELWOOD AVE",,  40.454084, -79.951900,01
E04900,,"BAUM BLVD AT MELWOOD AVE FS",,  40.453926, -79.951589,01
E04910,,"BAUM BLVD AT MILLVALE AVE",,  40.454450, -79.947604,01
E04920,,"BAUM BLVD AT MILLVALE AVE",,  40.454256, -79.947769,01
E04930,,"BAUM BLVD AT MOREWOOD AVE",,  40.455042, -79.945228,01
E04940,,"BAUM BLVD AT MOREWOOD AVE",,  40.454854, -79.945277,01
E05000,,"BAUM BLVD AT ENFIELD ST FS",,  40.454020, -79.949130,01
E05180,,"BEACON ST AT MUNHALL",,  40.434420, -79.924924,01
E05190,,"BEACON ST AT MURDOCH",,  40.433657, -79.930759,01
E05200,,"BEACON ST AT MURDOCH FS",,  40.433783, -79.930418,01
E05210,,"BEACON ST AT MURRAY NS",,  40.434553, -79.923440,01
E05220,,"BEACON ST AT #5414",,  40.433443, -79.932438,01
E05230,,"BEACON ST AT #5818",,  40.434768, -79.922172,01
E05240,,"BEACON ST AT SHADY",,  40.435203, -79.919198,01
E05250,,"BEACON ST AT WENDOVER",,  40.433845, -79.929287,01
E05260,,"BEACON ST AT WIGHTMAN",,  40.434007, -79.928043,01
E05270,,"BEACON ST OPP #5414",,  40.433596, -79.931912,01
E05280,,"BEACON ST OPP WENDOVER",,  40.433994, -79.929012,01
E05295,,"BEATTY RD AT BEATTY POINTE VILLAGE FS",,  40.446059, -79.748735,02
E05297,,"BEATTY RD OPP BEATTY POINTE VILLAGE",,  40.445955, -79.747894,02
E05300,,"BEATTY RD AT BRUNNER DR",,  40.451914, -79.755050,02
E05340,,"BEATTY RD AT COLLEGE PARK",,  40.441662, -79.742684,02
E05350,,"BEATTY RD AT COOPER RD",,  40.452075, -79.752737,02
E05380,,"BEATTY RD AT HAYMAKER RD",,  40.448516, -79.761032,02
E05390,,"BEATTY RD AT OLD WM PENN",,  40.440528, -79.742312,02
E05400,,"BEATTY RD AT #521",,  40.449434, -79.759500,02
E05460,,"BEATTY RD OPP BRUNNER DR",,  40.451744, -79.755178,02
E05470,,"BEATTY RD OPP COLLEGE PARK",,  40.441754, -79.743133,02
E05500,,"BEATTY RD OPP #557",,  40.450713, -79.757260,02
E05510,,"BEATTY ST AT EVA ST",,  40.461169, -79.927508,01
E05515,,"BEATTY ST AT BAUM BLVD NS",,  40.460407, -79.927971,01
E05517,,"BEATTY ST AT PENN CIRCLE SOUTH",,  40.459279, -79.927597,01
E05520,,"BEATTY ST AT PENN AVE NS",,  40.461550, -79.927131,01
E05670,,"BEDFORD AVE AT MANILLA",,  40.444936, -79.986233,01
E05700,,"BEDFORD AVE OPP MERCER ST",,  40.444531, -79.987241,01
E05710,,"BEDFORD AVE AT MERCER ST",,  40.444303, -79.987305,01
E05910,,"BEECHWOOD BLVD AT DOUGLAS",,  40.433509, -79.913864,01
E05920,,"BEECHWOOD BLVD AT FEDERAL HILL",,  40.420868, -79.927440,01
E05940,,"BEECHWOOD BLVD AT FORWARD",,  40.428101, -79.916235,01
E05960,,"BEECHWOOD BLVD AT HAZELWOOD",,  40.419725, -79.927421,01
E05970,,"BEECHWOOD BLVD AT LILAC",,  40.422879, -79.927518,01
E05980,,"BEECHWOOD BLVD AT LILAC",,  40.423113, -79.927667,01
E05990,,"BEECHWOOD BLVD AT LORETTA",,  40.422153, -79.927864,01
E06010,,"BEECHWOOD BLVD AT MONITOR",,  40.425406, -79.926595,01
E06030,,"BEECHWOOD BLVD AT NICHOLSON",,  40.430415, -79.915312,01
E06035,,"BEECHWOOD BLVD AT CROMBIE",,  40.431062, -79.915229,01
E06040,,"BEECHWOOD BLVD AT PHILLIPS",,  40.432726, -79.915191,01
E06045,,"BEECHWOOD BLVD AT RONALD FS",,  40.426795, -79.938340,01
E06050,,"BEECHWOOD BLVD AT #2530",,  40.429399, -79.915562,01
E06130,,"BEECHWOOD BLVD AT #3773",,  40.428046, -79.929327,01
E06140,,"BEECHWOOD BLVD AT #3825",,  40.428256, -79.930922,01
E06160,,"BEECHWOOD BLVD AT #3911",,  40.428194, -79.933783,01
E06180,,"BEECHWOOD BLVD AT BOULEVARD DR",,  40.426995, -79.936995,01
E06200,,"BEECHWOOD BLVD AT TILBURY AVE",,  40.426660, -79.919079,01
E06210,,"BEECHWOOD BLVD AT WELFER",,  40.424886, -79.927167,01
E06215,,"BEECHWOOD BLVD OPP FEDERAL HILL",,  40.421058, -79.927619,01
E06230,,"BEECHWOOD BLVD OPP FOREST GLEN",,  40.434215, -79.912239,01
E06240,,"BEECHWOOD BLVD OPP FORWARD",,  40.427533, -79.928360,01
E06250,,"BEECHWOOD BLVD AT LORETTA",,  40.422056, -79.927663,01
E06280,,"BEECHWOOD BLVD OPP MONITOR",,  40.426277, -79.916909,01
E06315,,"BEECHWOOD BLVD AT PARKWAY ENT",,  40.428472, -79.931015,01
E06360,,"BEECHWOOD BLVD OPP WELFER",,  40.424687, -79.926865,01
E06370,,"BEELER ST OPP BEELERMONT",,  40.445527, -79.933121,01
E06390,,"BEELER ST AT FORBES",,  40.444115, -79.938489,01
E06410,,"BEELER ST AT FORBES FS",,  40.443991, -79.938330,01
E06420,,"BEELER ST AT OLYMPIA",,  40.445381, -79.934769,01
E06430,,"BEELER ST OPP OLYMPIA",,  40.445224, -79.934888,01
E06440,,"BEELER ST AT UNGER",,  40.444986, -79.936548,01
E06450,,"BEELER ST AT #5362",,  40.445472, -79.931826,01
E06460,,"BEELER ST AT WILKINS FS",,  40.445649, -79.931691,01
E06470,,"BEELER ST AT BEELERMONT",,  40.445343, -79.933401,01
E06490,,"BEELER ST OPP UNGER FS",,  40.444812, -79.936491,01
E06580,,"JONES AVE AT PARKVIEW AVE",,  40.403594, -79.862672,1A
E06585,,"JONES AVE AT BELL AVE",,  40.403285, -79.862872,02
E06650,,"BELLEFIELD AVE AT 5TH AVE",,  40.446438, -79.951769,01
E06660,,"BELLEFIELD AVE AT BOARD OF EDUCATION",,  40.444405, -79.950907,01
E06917,,"BENTLEY DR AT BURROWS ST",,  40.439773, -79.970476,01
E06940,,"BENTLEY DR AT KIRKPATRICK ST FS",,  40.440758, -79.974231,01
E06950,,"BENTLEY DR AT KIRKPATRICK ST",,  40.440674, -79.974146,01
E06970,,"BENTLEY DR AT #2027",,  40.440147, -79.976079,01
E07000,,"BENTLEY DR AT #2071",,  40.440427, -79.977723,01
E07030,,"BENTLEY DR AT #2118",,  40.440024, -79.976304,01
E07050,,"BENTLEY DR AT #2160",,  40.440313, -79.977753,01
E07170,,"BESSEMER AVE AT GRANDVIEW",,  40.394998, -79.839113,02
E07190,,"BESSEMER AVE AT MAIN",,  40.395128, -79.841504,02
E07250,,"BEULAH RD AT FOREST DR",,  40.447834, -79.849474,02
E07340,,"BEULAH RD AT LONG",,  40.450552, -79.843714,02
E07350,,"BEULAH RD AT MCCRADY RD",,  40.446346, -79.848293,02
E07500,,"BEULAH RD OPP MCCRADY RD FS",,  40.446356, -79.848478,02
E07550,,"BIGELOW BLVD AT BLOOMFLD BRDGE FS",,  40.458883, -79.958319,01
E07570,,"BIGELOW BLVD AT CENTRE FS",,  40.451255, -79.954699,01
E07585,,"BIGELOW BLVD AT CRAIG",,  40.456460, -79.955054,01
E07600,,"BIGELOW BLVD AT FINLAND ST",,  40.458167, -79.960375,01
E07630,,"BIGELOW BLVD AT HARDING WAY",,  40.456856, -79.963457,01
E07660,,"BIGELOW BLVD AT HERRON AVE FS",,  40.455628, -79.966354,01
E07670,,"BIGELOW BLVD AT HERRON AVE FS",,  40.455612, -79.965772,01
E07690,,"BIGELOW BLVD AT ROYAL YORK",,  40.453057, -79.954057,01
E07730,,"BIGELOW BLVD OPP SCHENLEY GARDENS",,  40.454331, -79.954506,01
E07740,,"BIGELOW BLVD AT 30TH ST STEPS",,  40.454750, -79.968583,01
E07750,,"BIGELOW BLVD OPP FRANK CURTO PARK",,  40.450250, -79.979332,01
E07770,,"BIGELOW BLVD OPP BLOOMFIELD BRIDGE",,  40.458491, -79.957361,01
E07790,,"BIGELOW BLVD OPP FINLAND ST",,  40.457811, -79.960568,01
E07800,,"BIGELOW BLVD OPP HARDING WAY",,  40.456515, -79.963573,01
E07805,,"BIGELOW BLVD AT MOORHEAD TOWERS",,  40.453834, -79.954301,01
E07810,,"BIGELOW BLVD OPP PARKMAN",,  40.449195, -79.955473,01
E07830,,"BIGELOW BLVD AT #3877",,  40.455020, -79.954628,01
E07850,,"BIGELOW BLVD OPP 30TH ST STEPS",,  40.455009, -79.968800,01
E07860,,"BIGELOW BLVD AT FRANK CURTO PARK",,  40.450518, -79.979375,01
E07870,,"BIGELOW ST AT HAZELWOOD",,  40.419637, -79.933939,01
E07880,,"BIGELOW ST AT MCCASLIN",,  40.419007, -79.938219,01
E07890,,"BIGELOW ST AT #635 (HAZELWOOD FS)",,  40.419720, -79.934050,01
E07910,,"BIGELOW ST AT TESLA",,  40.419436, -79.935843,01
E07915,,"BIGELOW ST OPP TESLA",,  40.419321, -79.936069,01
E07920,,"BIGELOW ST AT WINTERBURN",,  40.418954, -79.939746,01
E08045,,"BLACK ST AT NEGLEY AVE FS",,  40.468937, -79.927744,01
E08046,,"BLACK ST AT NEGLEY AVE",,  40.468697, -79.927814,01
E08050,,"BLACK ST AT CHISLETT ST",,  40.469699, -79.930002,01
E08051,,"BLACK ST OPP CHISLETT ST",,  40.469668, -79.930288,01
E08056,,"BLACK ST AT AIKEN AVE",,  40.470645, -79.932998,01
E08070,,"BLUFF ST AT STEVENSON",,  40.435258, -79.986446,01
E08090,,"BLVD OF ALLIES AT BATES",,  40.435127, -79.956313,01
E08120,,"BLVD OF ALLIES AT CRAFT FS",,  40.435763, -79.960712,01
E08130,,"BLVD OF ALLIES AT CRAFT",,  40.435907, -79.961346,01
E08140,,"BLVD OF ALLIES AT DAWSON",,  40.434401, -79.953028,01
E08150,,"BLVD OF ALLIES AT DAWSON FS",,  40.434261, -79.953000,01
E08160,,"BLVD OF ALLIES AT DUQUESNE UNIV FOOTBRIDGE",,  40.434792, -79.989189,01
E08170,,"BLVD OF ALLIES AT GIST",,  40.436144, -79.979382,01
E08180,,"BLVD OF ALLIES AT HALKET FS",,  40.435907, -79.958766,01
E08185,,"BLVD OF THE ALLIES OPP HALKET ST",,  40.435809, -79.958307,01
E08190,,"BLVD OF ALLIES AT JULIET",,  40.434921, -79.956109,01
E08210,,"BLVD OF ALLIES AT JUMONVILLE",,  40.436323, -79.977623,01
E08240,,"BLVD OF ALLIES AT MARION ST (MERCY HOSP)",,  40.435504, -79.984211,01
E08260,,"BLVD OF ALLIES AT MILTENBERGER",,  40.435880, -79.981367,01
E08330,,"BLVD OF ALLIES AT VAN BRAAM",,  40.435721, -79.982657,01
E08350,,"BLVD OF ALLIES AT WARD",,  40.434591, -79.954474,01
E08360,,"BLVD OF ALLIES AT WARD",,  40.434498, -79.954735,01
E08450,,"BOYCE CAMPUS EAST PKG LOT AT STEPS",,  40.452838, -79.752216,02
E08510,,"BRADDOCK AVE AT 2ND",,  40.406147, -79.873298,02
E08530,,"BRADDOCK AVE AT 3RD",,  40.405554, -79.872668,02
E08550,,"BRADDOCK AVE AT 4TH",,  40.404908, -79.871153,1A
E08560,,"BRADDOCK AVE AT 4TH",,  40.405016, -79.871680,02
E08570,,"BRADDOCK AVE AT 5TH",,  40.404209, -79.869968,1A
E08580,,"BRADDOCK AVE AT 5TH",,  40.404521, -79.870823,02
E08610,,"BRADDOCK AVE AT 7TH",,  40.402413, -79.867628,1A
E08620,,"BRADDOCK AVE AT 7TH",,  40.402659, -79.867625,1A
E08650,,"BRADDOCK AVE AT BIDDLE",,  40.436718, -79.896299,01
E08660,,"BRADDOCK AVE AT BRADDOCK AVE RAMP",,  40.408379, -79.876604,1A
E08690,,"BRADDOCK AVE AT CHARLESTON",,  40.430681, -79.892686,01
E08700,,"BRADDOCK AVE AT CHURCH",,  40.423400, -79.887046,1A
E08720,,"BRADDOCK AVE AT COREY",,  40.403735, -79.869129,1A
E08730,,"BRADDOCK AVE OPP COREY",,  40.403839, -79.869611,02
